id,title,category,crop,content,source,tags,region,language,verified
eggplant-fruit-borer,ခရမ်းသီးထိုးပိုး,pest,eggplant,"ခရမ်းသီးများတွင် အပေါက်များရှိနေပါသည်။ ဘာလုပ်သင့်ပါသနည်း

ခရမ်းသီးအပေါက်များသည် အသီးထိုးပိုးကြောင့်ဖြစ်တတ်သည်။ ပိုးကျအသီးများကို စုဆောင်းဖျက်ဆီးပါ၊ စစ်ဆေးရလွယ်ရန် အပင်များကို တိုင်ထောင်ပါ၊ ပိုးဆက်လက်ပေါက်ပွားနိုင်သော ကြွေကျသောအသီးများကို လယ်ကွင်းတွင်မထားပါနှင့်။

လက္ခဏာများ: အသီးတွင် အပေါက်များ, အပေါက်အနီး စားစရာနုန်းများ

ဖြစ်နိုင်သောအကြောင်းရင်းများ: အသီးထိုးပင်စည်ထိုးပိုး (fruit and shoot borer)

ဖြေရှင်းနည်း: ပိုးကျအသီးများကို ဖယ်ရှားဖျက်ဆီးပါ။ စစ်ဆေးရလွယ်ရန် အပင်ကို တိုင်ထောင်၍စိုက်ပါ။ လယ်ကွင်းတွင် ကြွေကျသောအသီးများ မထားခဲ့ပါနှင့်။",internal,eggplant;pest;fruit;and;shoot;borer,general,my,true
onion-purple-blotch,ကြက်သွန် Purple Blotch ရောဂါ,disease,onion,"ကြက်သွန်ရွက်များတွင် ခရမ်းရောင်အနာများရှိနေပါသည်။ ရောဂါလား

ကြက်သွန်ရွက်ပေါ်ရှိ ခရမ်းရောင်အနာများနှင့် ရွက်ထိပ်ခြောက်ခြင်းသည် purple blotch ဖြစ်နိုင်သည်။ အရွက်စိုစွတ်မှုကိုလျှော့ချပါ၊ ရေစီးရေလာနှင့် အကွာအဝေးကောင်းအောင်လုပ်ပါ၊ ရိတ်သိမ်းပြီးနောက် ရောဂါကျအညစ်အကြေးများကို ရှင်းလင်းပါ။

လက္ခဏာများ: အရွက်များပေါ်တွင် ခရမ်းရောင်အနာများ, ရွက်ထိပ်ခြောက်သွေ့ခြင်း

ဖြစ်နိုင်သောအကြောင်းရင်းများ: purple blotch မှိုရောဂါ

ဖြေရှင်းနည်း: အပေါ်မှရေသွင်းခြင်းကို ရှောင်ပါ။ ရေစီးရေလာကောင်းအောင်ပြုလုပ်ပါ။ ကျဲအောင်စိုက်ပါ။ ရိတ်သိမ်းပြီးနောက် ရောဂါကျအညစ်အကြေးများကို ဖယ်ရှားပါ။",internal,onion;disease;purple;blotch,general,my,true
maize-fall-armyworm,ပြောင်း Fall Armyworm ပိုး,pest,maize,"ကျွန်တော်၏ပြောင်းတွင် အဆင့်စွယ်အတွင်း ပိုးလောင်းများနှင့် အရွက်ထိခိုက်မှုရှိနေပါသည်။

ပြောင်းအဆင့်စွယ်အတွင်း ပိုးလောင်းများနှင့် ပြတင်းပေါက်ပုံသဏ္ဍာန်အရွက်ထိခိုက်မှုသည် fall armyworm ဖြစ်တတ်သည်။ စောစောစစ်ဆေးပါ၊ အနည်းငယ်သာရှိလျှင် လက်ဖြင့်ချေမှုန်းပါ၊ လယ်ကွင်းသန့်ရှင်းထားပါ၊ သတ်မှတ်ချက်ထက်ကျော်မှသာ ဖျန်းပါ။

လက္ခဏာများ: ပြတင်းပေါက်ပုံသဏ္ဍာန် စားခြင်း, အဆင့်စွယ်အတွင်း ပိုးလောင်း, နုန်းအညစ်အကြေး

ဖြစ်နိုင်သောအကြောင်းရင်းများ: fall armyworm ပိုး

ဖြေရှင်းနည်း: နံနက်စောစောတွင် အဆင့်စွယ်ကို စစ်ဆေးပါ။ အနည်းငယ်သာရှိလျှင် ပိုးလောင်းများကို ချေမှုန်းပါ။ လယ်ကွင်းသန့်ရှင်းမှုထားပါ။ ဖျန်းခြင်းမပြုမီ ဒေသခံသတ်မှတ်ချက်အကြံဉာဏ်ကို လိုက်နာပါ။",internal,maize;pest;fall;armyworm,general,my,true
maize-nitrogen-deficiency,ပြောင်းရွက်ဝါခြင်း (နိုက်ထရိုဂျင်ချို့တဲ့မှု),fertilizer,maize,"ပြောင်းရွက်များတွင် ရွက်ထိပ်မှ V ပုံသဏ္ဍာန် အဝါရောင်ပြောင်းနေပါသည်။

ပြောင်းရွက်ထိပ်မှ V ပုံသဏ္ဍာန် အဝါရောင်ပြောင်းခြင်းသည် နိုက်ထရိုဂျင်ချို့တဲ့ခြင်းကို အများအားဖြင့်ညွှန်ပြသည်။ အကြံပြုထားသောကြီးထွားမှုအဆင့်တွင် နိုက်ထရိုဂျင်ကို ဘေးမှထည့်ပါ၊ ပေါင်းမြက်များကို ထိန်းချုပ်ပါ၊ အမြစ်ကိုထိခိုက်စေသော ရေဝပ်မြေကို ရှောင်ပါ။

လက္ခဏာများ: ရွက်ထိပ်မှ V ပုံသဏ္ဍာန် အဝါရောင်ပြောင်းခြင်း, အပင်ဖျော့ခြင်း

ဖြစ်နိုင်သောအကြောင်းရင်းများ: နိုက်ထရိုဂျင်ချို့တဲ့ခြင်း

ဖြေရှင်းနည်း: အကြံပြုထားသောအဆင့်တွင် နိုက်ထရိုဂျင်ကို ဘေးမှထည့်သွင်းပါ။ ပြိုင်ဆိုင်မှုမဖြစ်စေရန် ပေါင်းမြက်များကို ထိန်းပါ။ ရေဝပ်ခြင်းကို ရှောင်ပါ။",internal,maize;fertilizer,general,my,true
bean-rust,ပဲသံချေးရောဂါ (Bean Rust),disease,bean,"ပဲရွက်အောက်တွင် သံချေးရောင်အဖုများရှိနေပါသည်။

ပဲရွက်အောက်ရှိ သံချေးရောင်အဖုများသည် bean rust ဖြစ်တတ်သည်။ ရောဂါခံနိုင်ရည်ရှိသောမျိုးကို ဦးစားပေးပါ၊ အပင်စိုနေချိန်ထိခြင်းကိုရှောင်ပါ၊ ရောဂါပြင်းထန်သောအရွက်များကို ဖယ်ရှားပါ၊ ရောဂါကျစေရန် ပဲမျိုးနွယ်ကို အလှည့်ကျစိုက်ပျိုးပါ။

လက္ခဏာများ: အရွက်အောက်တွင် သံချေးရောင်အဖုများ, အဝါရောင်ပြောင်းခြင်း

ဖြစ်နိုင်သောအကြောင်းရင်းများ: ပဲသံချေးမှိုရောဂါ (bean rust)

ဖြေရှင်းနည်း: ရနိုင်လျှင် ရောဂါခံနိုင်ရည်ရှိသောမျိုးကို ရွေးချယ်ပါ။ အပင်စိုနေချိန်တွင် ထိတွေ့ခြင်းကို ရှောင်ပါ။ ရောဂါပြင်းထန်သောအရွက်များကို ဖယ်ရှားပါ။ ပဲမျိုးနွယ်ကို အလှည့်ကျစိုက်ပါ။",internal,bean;disease;rust,general,my,true
watering-overwater-yellow,ရေအလွန်အကျွံသွင်းခြင်းကြောင့် အရွက်ဝါခြင်း,water_management,general,"မြေစိုနေသော်လည်း အပင်များ ခြောက်သွားနေပါသည်။ ဘာကြောင့်လဲ

မြေစိုနေသော်လည်း ခြောက်သွားခြင်းသည် အများအားဖြင့် ရေအလွန်အကျွံသွင်းခြင်း သို့မဟုတ် ရေစီးရေလာမကောင်းခြင်းကြောင့် အမြစ်ထိခိုက်ခြင်းဖြစ်သည်။ ရေသွင်းချိန်ကြားတွင် မြေပေါ်အလွှာအနည်းငယ်ခြောက်အောင်ထားပါ၊ ရေစီးရေလာကောင်းအောင်လုပ်ပါ၊ နံနက်ခင်းတွင် ရေသွင်းပါ။

လက္ခဏာများ: အရွက်များ ဝါပျော့ခြင်း, မြေဆီလွှာစိုရွှဲခြင်း, မြေစိုနေသော်လည်း ပင်ခြောက်ခြင်း

ဖြစ်နိုင်သောအကြောင်းရင်းများ: ရေအလွန်အကျွံသွင်းခြင်း, ရေစီးရေလာမကောင်းခြင်း

ဖြေရှင်းနည်း: ရေသွင်းချိန်ကြားတွင် မြေအနည်းငယ်ခြောက်အောင်ထားပါ။ ရေစီးရေလာကောင်းအောင်ပြုလုပ်ပါ။ နံနက်အချိန်တွင် ရေသွင်းပါ။ အပင်ဆုတ်ယုတ်ပါက အမြစ်ကျန်းမာရေးကို စစ်ဆေးပါ။",internal,general;water_management,general,my,true
watering-underwater-wilt,ရေလုံလောက်မှုမရှိခြင်းကြောင့် အပင်ခြောက်ခြင်း,water_management,general,"ပူပြင်းသောရာသီတွင် ဟင်းသီးဟင်းရွက်ခင်းများကို မည်မျှမကြာခဏ ရေသွင်းသင့်ပါသနည်း

ပူပြင်းသောရာသီတွင် နေ့စဉ်ပမာဏနည်းနည်းဖျန်းခြင်းထက် နက်နက်ကြာကြာ ရေသွင်းပါ။ အစိုဓာတ်ထိန်းရန် မြက်ဖုံးပြီး နံနက်စောစောရေသွင်းပါ။ မြေခြောက်ခြင်းနှင့် ညဘက်ပြန်ကောင်းသော နေ့လယ်ပင်ခြောက်ခြင်းကို စောင့်ကြည့်ပါ။

လက္ခဏာများ: မြေခြောက်ခြင်း, ရွက်ခွေခြင်း, ညဘက်ပြန်ကောင်းသော နေ့လယ်ပင်ခြောက်ခြင်း

ဖြစ်နိုင်သောအကြောင်းရင်းများ: ရေမလုံလောက်ခြင်း

ဖြေရှင်းနည်း: မကြာခဏပမာဏနည်းနည်းသွင်းခြင်းထက် နက်နက်ပြီး ကြာကြာသွင်းပါ။ အငွေ့ပျံမှုလျှော့ရန် မြက်ဖုံးပါ။ နံနက်စောစော ရေသွင်းပါ။ ပူပြင်းသောရာသီတွင် အချိန်ဇယားချိန်ညှိပါ။",internal,general;water_management,general,my,true
fertilizer-npk-basics,NPK မျိုးအောင်အခြေခံများ,fertilizer,general,"မျိုးအောင်အတွက် NPK ဆိုသည်မှာ ဘာကိုဆိုလိုပါသနည်း

N သည် အရွက်ကြီးထွားမှုကို ထောက်ပံ့ပြီး P သည် အမြစ်နှင့်ပွင့်မှုကို ထောက်ပံ့ကာ K သည် အလုံးစုံသန်စွမ်းမှုနှင့် ဖိစီးမှုခံနိုင်ရည်ကို ထောက်ပံ့သည်။ သီးနှံအဆင့်နှင့် ကိုက်ညီသောပမာဏသုံးပါ၊ ကြိမ်ဖန်များစွာခွဲ၍ထည့်သွင်းပါ၊ ရွက်လောင်သည်ကိုမြင်ပါက ရပ်တန့်ပါ။

လက္ခဏာများ: ကြီးထွားမှုနှေးခြင်း, အရွက်ဖျော့ခြင်း, ပင်စည်အားနည်းခြင်း

ဖြစ်နိုင်သောအကြောင်းရင်းများ: အာဟာရမညီမျှခြင်း

ဖြေရှင်းနည်း: သီးနှံအဆင့်ပေါ်မူတည်၍ မျှတသောမျိုးအောင်သုံးပါ။ ရွက်လောင်သွားသည်ကိုမြင်ပြီးနောက် ထပ်မထည့်ပါနှင့်။ ကြိမ်ဖန်များစွာခွဲ၍ထည့်သွင်းခြင်းကို ဦးစားပေးပါ။",internal,general;fertilizer,general,my,true
fertilizer-leaf-burn,မျိုးအောင်အလွန်အကျွံသုံးခြင်း (Leaf Burn),fertilizer,general,"မျိုးအောင်ထည့်ပြီးနောက် အရွက်များ လောင်သွားပါသည်။ ဘာဖြစ်ခဲ့တာလဲ

မျိုးအောင်ထည့်ပြီးနောက် အရွက်အစွန်းအညိုရောင်ပြောင်းခြင်းသည် မျိုးအောင်အလွန်အကျွံ သို့မဟုတ် ပင်စည်အနီးတွင်ချခြင်းကြောင့် ဆားလောင်ခြင်းဖြစ်တတ်သည်။ ရေစီးရေလာကောင်းပါက ရေဖြင့်ညင်သာစွာဆေးချပြီး နောက်တစ်ကြိမ်ပမာဏလျှော့သုံးပါ။

လက္ခဏာများ: မျိုးအောင်ထည့်ပြီးနောက် အရွက်အစွန်းအညိုရောင်ပြောင်းခြင်း, မြေပေါ်တွင် အဖြူရောင်အပွင့်ပြား

ဖြစ်နိုင်သောအကြောင်းရင်းများ: မျိုးအောင်အလွန်အကျွံ, ဆားလောင်ခြင်း

ဖြေရှင်းနည်း: ရေစီးရေလာကောင်းပါက သန့်ရှင်းသောရေဖြင့် ညင်သာစွာဆေးချပါ။ နောက်တစ်ကြိမ်ပမာဏလျှော့ပါ။ ပင်စည်အနီးတွင် မျိုးအောင်မချပါနှင့်။",internal,general;fertilizer,general,my,true
compost-basics,မြေဆွေးအခြေခံများ,cultivation,general,"မြေဆွေးက ကျွန်တော်၏လယ်မြေကို ဘယ်လိုအကျိုးပြုပါသလဲ

ကောင်းစွာဆွေးမြေ့သောမြေဆွေးသည် မြေဖွဲ့စည်းမှု၊ အစိုဓာတ်ထိန်းမှုနှင့် အာဟာရထောက်ပံ့မှုကို တိုးတက်စေသည်။ စိုက်ပျိုးမှုမပြုမီ မြေပေါ်အလွှာထဲရောနှောပါ။ ညီညာစွာဆွေးမြေ့စေရန် မြေဆွေးပုံကို အစိုဓာတ်ထိန်းပြီး လှန်ပေးပါ။

လက္ခဏာများ: မြေဆီလွှာဖွဲ့စည်းမှုညံ့ခြင်း, အော်ဂဲနစ်ပစ္စည်းနည်းခြင်း

ဖြစ်နိုင်သောအကြောင်းရင်းများ: အော်ဂဲနစ်ပစ္စည်းချို့တဲ့ခြင်း

ဖြေရှင်းနည်း: စိုက်ပျိုးမှုမပြုမီ ကောင်းစွာဆွေးမြေ့သောမြေဆွေးကို ထည့်သွင်းပါ။ မြေပေါ်အလွှာထဲ ရောနှောပါ။ မြေဆွေးပြုလုပ်နေစဉ် အစိုဓာတ်နှင့် လေဝင်လေထွက်ကောင်းအောင် ထားပါ။",internal,general;cultivation,general,my,true
